course_name,description,prerequisites,corequisites,,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments, and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments, and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments, and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments, and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
CENTURY OF ENVIRON. THOUGHT,"This course examines the emergence of environmental consciousness in the United States throughout the 20th century. Students in this course will study the original writings of some of the most important thinkers and activists in the history of environmentalism, examine the social contexts in which their ideas formed, and consider their relevance to contemporary sustainability issues.",[],[],,,,,,,,,,
WAR & SOCIETY,"This course examines how culture and society shape war, and inversely, how war shapes culture and society. It views war through the lens of social sciences with case studies ranging from the role of war in non-western societies to the ways in which war has affected American culture. Some of the issues covered in the course include the study of different types of war, the relations between war and the nation-state, between weapons technology and culture, the notions of pacification and nation-building, and the role of rituals in the military institution.",[],[],,,,,,,,,,
MEDIA AND SOCIETY,"A survey of the historical origins and cultural impact of several mass media, including television, film, radio, the Internet, and print media. The course aims to increase media literacy through analysis of specific media products as well as discussion of broad topics such as: advertising and commercialization; politics and censorship; gender, race, and social identity.",[],[],,,,,,,,,,
SONGWRITING WORKSHOP,"A course designed for students to develop their own voice as a songwriter. The course surveys the methods of successful songwriters, highlighting aspects of melody, lyrics, harmonic progression, story-telling, audience, and social context. Students develop a portfolio of their own original songs and lyrics, presented weekly and performed in a studio or live setting at the end of the term.",[],[],,,,,,,,,,
UNDERSTANDING EMPATHY,,,,,,,,,,,,,
AI AND SOCIETY,,,,,,,,,,,,,
DESIGN & INNOVATION STUDIO II,"This studio design course focuses on an enriched sense of problem definition through an emphasis on the reach and interconnectedness of technology, and the conditionality of design selection criteria. Its design exercises, readings, and discussion press beyond marginal substitutions toward a broadened sense of possibility from, for example, ""hyper cars"" and human-powered homes to small-scale local agriculture and extreme ecological living systems.",['IHSS-1610'],[],,,,,,,,,,
ETHNOGRAPHY,"This course focuses on methods, theories, and perspectives of ethnography, and on their applications to the various disciplines in which graduate students are working. Students will undertake original field research. Emphasis is given to foundational activities: defining a problem, research design, proposal writing, field methods, qualitative data analysis, writing ethnography, and protection of human subjects.",[],[],,,,,,,,,,
CULTURES OF CONSUMPTION,,[],[],,,,,,,,,,
INTRO TO ASTROBIOLOGY,"The field of Astrobiology considers the emergence and evolution of life on Earth, and the potential for life elsewhere. This course explores fundamental concepts in Astrobiology including the creation of the chemical elements, origin and evolution of the solar system, the definition and requirements for life, early Earth environments and life's emergence, habitability throughout the solar system, Mars, Icy worlds, exoplanets, and life detection.",[],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
MATERIALS SCIENCE,"Introduction to the scientific principles that dictate the structure and properties of engineering materials, including metals, ceramics, semiconductors, and polymers. Physical properties of materials (mechanical, electrical, thermal, optical) are discussed in terms of the underlying structure, spanning multiple length scales from atomic packing to micron scale defects, in practical engineering materials. Throughout the course, the material behaviors are understood from the viewpoint of thermodynamics and kinetics.",['CHEM-1100'],[],,,,,,,,,,
ORIGINS OF LIFE SEMINAR,"Discussion of current issues relevant to origins of life, in astrophysics, biology, chemistry, and earth sciences.",['ISCI-1510'],[],,,,,,,,,,
CAPSTONE IN ASTROBIOLOGY,"Students taking the Minor in Astrobiology are required to complete 3 credits of research in an Astrobiology-related discipline with a RARE-affiliated faculty member. Concurrent or in a later semester, students will enroll in ISCI 4610 with the same faculty member to prepare their research results for dissemination.",[],[],,,,,,,,,,
ORIGINS OF LIFE SEMINAR,,,,,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
PROD AND OPERATIONS MGMT,"Overview of methods used in the design and operation of production and service systems and basic cost accounting. Topics include forecasting, capacity planning, line balancing, production scheduling, staff scheduling, inventory control, just in time, time study, project planning, and discrete item cost accounting. Goal of course is to educate students in basic operations management principles and models and in discrete goods cost accounting. Students cannot receive credit for this course and ENGR 2700.",['MATH-1020'],[],,,,,,,,,,
DESGN & ANALYS OF SUPPLY CHAIN,"An overview of the principles involved in the design and operation of supply chains with applications to manufacturing and service industries. Topics include dynamics of manufacturing systems and supply chains, lean manufacturing, lead time reduction in manufacturing and office operations, advanced pull systems, concurrent design of products and supply chains, rapid new product introduction, remanufacturing and reverse supply chains, and integration of information technology in supply chain operations. The goal of the course is to enable students to synthesize models and tools and to understand how these could be applied to address emerging challenges in manufacturing and service systems and their supply chains.","['ISYE-2210', 'MGMT-4110', 'ENGR-2600', 'MGMT-2100']",[],,,,,,,,,,
ENGR PROJ MANAGEMENT,"Planning, controlling, and evaluating engineering projects. Use of network analysis techniques, PERT/CPM, budget control, time/cost tradeoff, time estimation, resource allocation, and resource leveling. Extensions include probabilistic models, multiple resource models, project organization, risk analysis, technical forecasting, and network theory. Students cannot obtain credit for both this course and ENGR 4750.",[],[],,,,,,,,,,
HUMAN PERF MODELING & SUPPORT,"This course introduces methods, tools, and technologies for describing human performance via various types of models, and supporting this performance via tools and advanced technologies. The course is hands-on, involving student projects that investigate human performance in challenging domains as well as direct engagement with technologies for decision support.",['ENGR-2600'],[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MANE-2220']",[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MANE-2220']",[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MANE-2220']",[],,,,,,,,,,
MULTIDISCIPLINARY CAP DESIGN,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.","['ENGR-2050', 'MANE-2220']",[],,,,,,,,,,
DISCRETE EVENT SIM  MODELING,"Introduction to discrete-event simulation modeling and analysis techniques including; graphical simulation modeling approaches, animation techniques, modeling large-scale and complex systems, pseudo-random number and random variate generation, stochastic processes, input modeling (data collection, analysis, and fitting distribution), output analysis (initial bias and termination bias, variance reduction techniques), sensitivity analysis, design of experiments, interactive simulation-based decision-support systems.","['ISYE-4140', 'CSCI-1100']",[],,,,,,,,,,
SYSTEMS ENG & SOCIAL MEDIA,"An introduction to social media analytics. Topics include obtaining and processing social media data, social network analysis, content analysis, descriptive, predictive, and prescriptive analytics using social media, ethical aspects of social media analytics.",[],[],,,,,,,,,,
ENGINEERING RESPONSE COVID-19,,,,,,,,,,,,,
APPLIED REGRESSION ANALYSIS,"Emphasis is on empirical model building and evaluation for both multiple linear and nonlinear regression models. Topics specifically addressed are simultaneous estimation, diagnostics and remedial measures, selection procedures, locally weighted least squares classification variables, binary response variables, time series data, nonlinear estimation, software packages.","['ISYE-4140', 'MATP-4600', 'ISYE-4760', 'MATP-4620']",[],,,,,,,,,,
SYST ENGINEER & SOCIAL MEDIA,"An introduction to social media analytics. Topics include obtaining and processing social media data, social network analysis, content analysis, descriptive, predictive, and prescriptive analytics using social media, ethical aspects of social media analytics.",[],[],,,,,,,,,,
DSN OF MFG SYS & SUPPLY CHAINS,"Dynamics of manufacturing systems and supply chains, lean manufacturing, lead time reduction in manufacturing and service operations, advanced pull systems, concurrent design of products and supply chains, rapid new product introduction, remanufacturing and reverse supply chains, and integration of information technology in supply chain operations. Analysis of models and their application to design and planning problems in manufacturing as well as service systems is emphasized.",['ISYE-4140'],[],,,,,,,,,,
DISCRETE EVENT SIMULATION,"A thorough development of a simulation language is stressed in order to progress through a series of increasingly sophisticated applications of computer simulation. Projects cover a wide range of topics: production systems, inventory, finance, transportation, and public systems. The course includes model development, statistical analysis of simulation input/output data, validation planning, and managing simulation projects.",['ISYE-4140'],[],,,,,,,,,,
INTEGER & COMBINATORIAL OPT.,"Review of exact and heuristic methods for solving discrete problems, including the traveling salesman problem, the knapsack problem, packing and covering problems. Algorithm complexity and NP-completeness, cutting plane methods and polyhedral theory, branch and bound, simulated annealing, tabu search, Lagrangian duality.",[],[],,,,,,,,,,
SEMINAR IN ISYE RESEARCH,A review of active ISYE doctoral research projects and activities. Students develop a research paper or proposal under the guidance of a selected faculty adviser and present research findings in class. It is anticipated that the research paper will lead to identification of the broad area of dissertation research. The proposal should be of a quality that can be submitted to an external funding agency.,[],[],,,,,,,,,,
MASTERS PROJECT,"Active participation in a master's-level project under the supervision of a faculty adviser, leading to a master's project report. Grades of IP are assigned until the master's project has been approved by the faculty adviser. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the Library. Grades will then be listed as S.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
MASTER'S THESIS,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
DISSERTATION,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",[],[],,,,,,,,,,
INTRO TO IT & WEB SCIENCE,"This course introduces students to the field of information technology and Web science, the types of problems encountered in the field, and the solution approaches used to solve them. Through a series of activities and projects, students are introduced to topics such as Web systems design, emerging Web standards, database systems, security, and computer networking. Guest speakers highlight information technology practices in industry. Students work in groups on a team project and presentation at the end of the course.",[],[],,,,,,,,,,
INTRO TO IT & WEB SCIENCE,"This course introduces students to the field of information technology and Web science, the types of problems encountered in the field, and the solution approaches used to solve them. Through a series of activities and projects, students are introduced to topics such as Web systems design, emerging Web standards, database systems, security, and computer networking. Guest speakers highlight information technology practices in industry. Students work in groups on a team project and presentation at the end of the course.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
IT AND SOCIETY,"Will IT increase prosperity? For whom? What role should governments play in IT development? Do corporations have new responsibilities in the Information Era? What about IT professionals? This course explores the issues, the arguments and working solutions. The first section examines macro indicators and trends. The second section examines the microeconomics and politics of specific arenas鈥攖he software industry, the automated work place, telemedicine, television. The last section explores opportunities for improving society, using IT.",[],[],,,,,,,,,,
INTRODUCTION TO HCI,"An introduction to the current theories, methods, and issues in human-computer interaction. Theory and research along with practical application are discussed within the context of organizational impact. The course provides the knowledge of HCI systems and research used for the implementation of safe, quick, and useable interactive technologies.",[],[],,,,,,,,,,
IT & WEB SCIENCE CAPSTONE,"Students work on collaborative projects to design innovative ITWS solutions which address a specific problem or area of need in the student's field. Students work to identify a problem and research viable solutions. They go on to propose, design, and prototype their ITWS solution learning best practices for ITWS project management, communication, and user-center design. This course serves as the culminating experience for the undergraduate ITWS program. Restricted to ITWS majors. This is a communication-intensive course.","['ITWS-2210', 'ITWS-4310']",[],,,,,,,,,,
IT & WEB SCIENCE CAPSTONE,"Students work on collaborative projects to design innovative ITWS solutions which address a specific problem or area of need in the student's field. Students work to identify a problem and research viable solutions. They go on to propose, design, and prototype their ITWS solution learning best practices for ITWS project management, communication, and user-center design. This course serves as the culminating experience for the undergraduate ITWS program. Restricted to ITWS majors. This is a communication-intensive course.","['ITWS-2210', 'ITWS-4310']",[],,,,,,,,,,
BUSINESS ISSUES FOR ENGR & SCI,"Investigates business-related considerations in successfully commercializing new technology in a new venture or within an existing enterprise: market and customer analysis, beating the competition, planning and managing for profitability, high-tech marketing and sales, and business partnerships and acquisitions. Not a general management course; focuses explicitly on what is relevant for engineers and scientists working in a commercial environment. For junior/senior undergraduate or graduate students.",[],[],,,,,,,,,,
MANAGING IT RESOURCES,"This course provides an introduction to fundamental concepts of management and applies them to IT. It examines the use of IT in business processes and the management issues of integrating IT into organizational processes to gain competitive advantage. Topics include: management, organizations, and information systems; development life cycle; project management and systems engineering; process reengineering; and organizational learning. This course includes the planning, development, and implementation of an IT project for a real client.",['ITWS-2110'],['ITWS-2110'],,,,,,,,,,
INFORMATION SYSTEM SECURITY,"This course covers foundational models for information security, policies, authentication, access control, database security, assurance, auditing, and intrusion detection. It also devotes substantial time to secure coding practices. Students will be expected to complete projects that explore an aspect of information security in detail. Cryptography is not covered since it is a focus of other courses.","['CSCI-2500', 'ECSE-2660']","['CSCI-2500', 'ECSE-2660']",,,,,,,,,,
XINFORMATICS,"Informatics covers a broad range of disciplines addressing challenges in the explosion of data and information resources. X-informatics provides commonality for implementations in specific disciplines, e.g. X=astro, geo. Informatics' theoretical bases are information and computer science, cognitive science, social science, library science, aggregating these studies and adding the practice of information processing, and the engineering of information systems. This course grounds the material that students will learn in discipline areas by coursework and project assignments.",[],[],,,,,,,,,,
WEB SCIENCE SYSTEMS DEV,"Building on the technology covered in Web Systems Development, students will be exposed to current technologies, frameworks, and practices in the area of Web development. Types of topics included will be HTML5/CSS3, API's for data, Ruby on Rails, node.js, MongoDB, PHP, and RDF. Methodology to be explored will be application design, software versioning, and team development. Lab intensive, this course is intended to complete a foundation for the advanced courses in Data Science and Advanced Web Science.","['ITWS-2110', 'CSCI-1200']",[],,,,,,,,,,
WEB SCIENCE SYSTEMS DEV,"Building on the technology covered in Web Systems Development, students will be exposed to current technologies, frameworks, and practices in the area of Web development. Types of topics included will be HTML5/CSS3, API's for data, Ruby on Rails, node.js, MongoDB, PHP, and RDF. Methodology to be explored will be application design, software versioning, and team development. Lab intensive, this course is intended to complete a foundation for the advanced courses in Data Science and Advanced Web Science.","['ITWS-2110', 'CSCI-1200']",[],,,,,,,,,,
DATA ANALYTICS,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather than individual analyses or analysis steps.",[],[],,,,,,,,,,
DATA ANALYTICS,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather than individual analyses or analysis steps.",[],[],,,,,,,,,,
DATA AND SOCIETY,,,,,,,,,,,,,
SPECIAL PROJECTS,Active participation in a senior-level project supervised by a faculty member and requiring a presentation and project report. Grades of "in-progress" are assigned until the special project has been approved by the faculty member.,[],[],,,,,,,,,,
BUSINESS ISSUES FOR ENGR & SCI,"Investigates business-related considerations in successfully commercializing new technology in a new venture or within an existing enterprise: market and customer analysis, beating the competition, planning and managing for profitability, high-tech marketing and sales, and business partnerships and acquisitions. Not a general management course; focuses explicitly on what is relevant for engineers and scientists working in a commercial environment. For junior/senior undergraduate or graduate students.",[],[],,,,,,,,,,
XINFORMATICS,"Informatics covers a broad range of disciplines addressing challenges in the explosion of data and information resources. X-informatics provides commonality for implementations in specific disciplines, e.g. X=astro, geo. Informatics' theoretical bases are information and computer science, cognitive science, social science, library science, aggregating these studies and adding the practice of information processing and the engineering of information systems. This course grounds the material that students will learn in discipline areas by coursework and project assignments.",[],[],,,,,,,,,,
BIG DATA POLICY,"Although the term 'big data' is relatively new on the scene, the idea of collecting, protecting, and sharing large data sets has been around since before computers were a major player. Similarly, the concept of a 'policy,' high-level guidelines providing a general course of action (or inaction) in a given area, is not new. Putting those two concepts together, however, is a recent phenomenon which has created a set of intriguing challenges. What is 'open data?' What does it mean to 'share' data? Who makes such policies and how are they implemented? Do data policies look the same all over the world? What are the economic, cultural, and technological implications/impacts of/on a given data policy? How would one even go about understanding and evaluating a data policy? This course takes the basics of policy design and analysis, blends in critical thinking skills, ethics, group dynamics, national perspectives, and international perspectives, and applies it all to the world of big data.",[],[],,,,,,,,,,
DATA ANALYTICS,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather then individual analyses or analysis steps.",[],[],,,,,,,,,,
DATA ANALYTICS,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather then individual analyses or analysis steps.",[],[],,,,,,,,,,
IT  MASTER'S CAPSTONE,"Integration of the knowledge and professional practice of the Master's in IT core and concentration courses. Topics in database systems, networking, software design, human computer interaction, management of technology, and ethics are applied within a framework of global e-business strategy. The course utilizes a Team Project with a real organization to practice major IT concepts. Team members select, develop, and present a significant technology implementation project, incorporating strategy, systems development, and business planning.",[],[],,,,,,,,,,
IT  MASTER'S CAPSTONE,"Integration of the knowledge and professional practice of the Master's in IT core and concentration courses. Topics in database systems, networking, software design, human computer interaction, management of technology, and ethics are applied within a framework of global e-business strategy. The course utilizes a Team Project with a real organization to practice major IT concepts. Team members select, develop, and present a significant technology implementation project, incorporating strategy, systems development, and business planning.",[],[],,,,,,,,,,
DATA AND SOCIETY,,,,,,,,,,,,,
MASTER'S PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
MASTERS PROJECT,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",[],[],,,,,,,,,,
